team_name,three_point_shot,shot_made,type,shot_type,shot_subtype,points_scored,event_coord_x,event_coord_y,team_basket,elapsed_time_sec,game_clock,round
Hokies,TRUE,TRUE,fieldgoal,jump shot,NA,3,1061,30,right,24,19:36:00,NA
Hokies,TRUE,FALSE,fieldgoal,jump shot,NA,NA,137,551,left,1626,12:54:00,NA
Hokies,TRUE,FALSE,fieldgoal,jump shot,NA,NA,916,528,right,518,11:22:00,NA
Hokies,FALSE,FALSE,fieldgoal,layup,NA,NA,75,273,left,2131,04:29:00,Second Round
Hokies,FALSE,TRUE,fieldgoal,NA,NA,2,1006,287,right,1291,18:29:00,NA
Hokies,FALSE,TRUE,fieldgoal,layup,NA,2,72,327,left,1460,15:40:00,NA
Hokies,FALSE,FALSE,fieldgoal,NA,NA,NA,108,321,left,2090,05:10:00,NA
Hokies,FALSE,TRUE,fieldgoal,layup,NA,2,119,331,left,1696,11:44:00,NA
Hokies,TRUE,TRUE,fieldgoal,jump shot,NA,3,99,37,left,777,07:03:00,NA
Hokies,FALSE,TRUE,fieldgoal,layup,NA,2,141,257,left,1613,13:07:00,NA
Hokies,TRUE,TRUE,fieldgoal,jump shot,NA,3,779,320,right,993,03:27:00,NA
Hokies,FALSE,TRUE,fieldgoal,layup,NA,2,68,298,left,1721,11:19:00,NA
Hokies,FALSE,TRUE,fieldgoal,layup,NA,2,98,297,left,1415,16:25:00,NA
Hokies,FALSE,TRUE,fieldgoal,layup,NA,2,126,303,left,1778,10:22:00,NA
Hokies,TRUE,FALSE,fieldgoal,NA,NA,NA,768,277,right,1802,09:58:00,NA
Hokies,FALSE,FALSE,fieldgoal,jump shot,NA,NA,933,300,right,765,07:15:00,NA
Hokies,FALSE,FALSE,fieldgoal,jump shot,NA,NA,995,312,right,484,11:56:00,NA
Hokies,TRUE,FALSE,fieldgoal,NA,NA,NA,184,534,left,2170,03:50:00,NA
Hokies,TRUE,FALSE,fieldgoal,jump shot,NA,NA,787,386,right,2321,01:19:00,NA
Hokies,TRUE,TRUE,fieldgoal,jump shot,pullup,3,342,231,left,2212,03:08:00,NA
Hokies,TRUE,FALSE,fieldgoal,jump shot,NA,NA,340,320,left,160,17:20:00,NA
Hokies,TRUE,TRUE,fieldgoal,jump shot,NA,3,870,85,right,1415,16:25:00,NA
Hokies,TRUE,FALSE,fieldgoal,jump shot,NA,NA,304,448,left,2504,03:16:00,NA
Hokies,TRUE,FALSE,fieldgoal,jump shot,NA,NA,839,113,right,1590,13:30:00,Quarterfinal 3
Hokies,FALSE,TRUE,fieldgoal,layup,NA,2,112,257,left,1982,06:58:00,NA
Hokies,FALSE,FALSE,fieldgoal,layup,NA,NA,1033,314,right,170,17:10:00,NA
Hokies,FALSE,TRUE,fieldgoal,layup,NA,2,68,328,left,1593,13:27:00,NA
Hokies,FALSE,TRUE,fieldgoal,layup,NA,2,88,308,left,2073,05:27:00,NA
Hokies,FALSE,FALSE,fieldgoal,layup,NA,NA,1033,335,right,763,07:17:00,NA
Hokies,FALSE,TRUE,fieldgoal,jump shot,NA,2,985,121,right,1540,14:20:00,NA
Hokies,TRUE,FALSE,fieldgoal,jump shot,NA,NA,899,520,right,716,08:04:00,NA
Hokies,FALSE,TRUE,fieldgoal,layup,NA,2,72,321,left,27,19:33:00,NA
Hokies,TRUE,TRUE,fieldgoal,jump shot,NA,3,325,332,left,2198,03:22:00,NA
Hokies,FALSE,TRUE,fieldgoal,layup,NA,2,81,311,left,2152,04:08:00,NA
Hokies,FALSE,TRUE,fieldgoal,layup,NA,2,997,284,right,764,07:16:00,NA
Hokies,FALSE,FALSE,fieldgoal,layup,NA,NA,85,267,left,209,16:31:00,NA
Hokies,FALSE,TRUE,fieldgoal,jump shot,floating,2,143,308,left,1470,15:30:00,NA
Hokies,TRUE,TRUE,fieldgoal,jump shot,NA,3,264,111,left,2184,03:36:00,NA
Hokies,FALSE,TRUE,fieldgoal,layup,NA,2,78,276,left,2429,04:31:00,NA
Hokies,FALSE,TRUE,fieldgoal,jump shot,NA,2,945,102,right,1345,17:35:00,NA
Hokies,FALSE,FALSE,fieldgoal,NA,NA,NA,1006,111,right,503,11:37:00,NA
Hokies,TRUE,FALSE,fieldgoal,jump shot,NA,NA,1069,569,right,950,04:10:00,NA
Hokies,FALSE,TRUE,fieldgoal,dunk,NA,2,1055,289,right,2271,02:09:00,NA
Hokies,TRUE,TRUE,fieldgoal,jump shot,NA,3,863,513,right,890,05:10:00,NA
Hokies,FALSE,TRUE,fieldgoal,jump shot,NA,2,980,370,right,1039,02:41:00,NA
Hokies,FALSE,FALSE,fieldgoal,jump shot,floating,NA,216,331,left,238,16:02:00,NA
Hokies,FALSE,FALSE,fieldgoal,jump shot,NA,NA,1002,128,right,1052,02:28:00,Second Round
Hokies,TRUE,TRUE,fieldgoal,NA,NA,3,230,72,left,2360,00:40:00,NA
Hokies,FALSE,FALSE,fieldgoal,layup,NA,NA,79,328,left,2343,00:57:00,NA
Hokies,TRUE,TRUE,fieldgoal,jump shot,NA,3,273,130,left,1942,07:38:00,NA
Hokies,FALSE,FALSE,fieldgoal,hook shot,NA,NA,979,272,right,1288,18:32:00,Quarterfinal 3
Hokies,FALSE,TRUE,fieldgoal,jump shot,NA,2,164,146,left,1852,09:08:00,NA
Hokies,FALSE,TRUE,fieldgoal,layup,NA,2,81,296,left,1974,07:06:00,NA
Hokies,TRUE,FALSE,fieldgoal,jump shot,NA,NA,47,562,left,1260,19:00:00,NA
Hokies,TRUE,TRUE,fieldgoal,jump shot,NA,3,1017,30,right,871,05:29:00,NA
